team_id:101428372602011186, elo:-1424.728231767901
team_id:107582181197106556, elo:242.28223290119527
team_id:101978171843206569, elo:251.5612304433144
team_id:107456352597333899, elo:252.24205303602918
team_id:105515266817621145, elo:254.14489101705612
team_id:104202382255290736, elo:258.2591593115798
team_id:99871276356460471, elo:263.62748307447623
team_id:105536773074826367, elo:266.7903150767665
team_id:99566404856367466, elo:268.8533650604797
team_id:109671201259007744, elo:268.94869646098226
team_id:109697686032800938, elo:301.16349127856677
team_id:108403526900459473, elo:302.5924391628722
team_id:105553684493690219, elo:308.3537471014033
team_id:105537408539332006, elo:309.79074433192295
team_id:109696138543579708, elo:335.72909543560877
team_id:107456284318482723, elo:340.2633366913524
team_id:109675490370327425, elo:341.6031119433729
team_id:103535282146169523, elo:349.16097436507704
team_id:102787200153467923, elo:360.7106893529065
team_id:104367099322647716, elo:362.30066629551135
team_id:99566405127798575, elo:370.17157877645207
team_id:107468079354897663, elo:379.8657290865078
team_id:108131965235538611, elo:383.4838877986661
team_id:104367077419533265, elo:385.6674597404878
team_id:105519945593890595, elo:399.06937460325804
team_id:109631541326560210, elo:400.2119324743693
team_id:105549984475833252, elo:409.0275415898167
team_id:106806779752531762, elo:410.93248321906873
team_id:109674808371974726, elo:412.5508238387244
team_id:105553729458550723, elo:415.78499607329906
team_id:99566406066182955, elo:419.08060573465355
team_id:103495716886587312, elo:424.88195282279577
team_id:99566408217116828, elo:431.75521769872915
team_id:107110686951738484, elo:432.96907645857857
team_id:101383793567806688, elo:437.6638350230329
team_id:109539675734129088, elo:438.79391020425453
team_id:107597858964689090, elo:443.84304977484265
team_id:101383793569248484, elo:445.3272762940103
team_id:107423083507599175, elo:445.89431932610626
team_id:107599144012469862, elo:452.3139354085969
team_id:99566404846951820, elo:453.86812931017334
team_id:104710383210356454, elo:466.1643490349185
team_id:99566404848691211, elo:466.9987305773015
team_id:101383793195758800, elo:471.093039146445
team_id:109695924147263860, elo:471.56839105310075
team_id:105503778424809514, elo:472.3458735229211
team_id:109697689430777005, elo:472.3602611680997
team_id:107603551467692884, elo:473.8130409543028
team_id:107581178720470377, elo:489.98146088965876
team_id:107582615829368757, elo:491.1243005520597
team_id:99566405944694628, elo:492.0445202271701
team_id:108361565719424734, elo:496.07936067136893
team_id:99566408222831088, elo:498.24890634313874
team_id:110534700622694005, elo:505.2858578451322
team_id:107581733744920199, elo:509.2439403850175
team_id:107582613263241138, elo:511.74022120269314
team_id:107603596915629288, elo:516.9166326632663
team_id:103461966986776720, elo:517.442460791483
team_id:110383487456480967, elo:520.8917007533038
team_id:107700208463820785, elo:528.4222051501895
team_id:109698030312834058, elo:533.2543311670081
team_id:107179722233063345, elo:543.7784379433003
team_id:107598780504331406, elo:549.8481165436204
team_id:107456355516438414, elo:551.6511417555976
team_id:100725845022060229, elo:556.8609706086697
team_id:105593311172904657, elo:560.0814533107696
team_id:109672446077514083, elo:560.8428020555187
team_id:108361550364038935, elo:562.6798882888645
team_id:100289931264192378, elo:564.5026382975008
team_id:101383793572656373, elo:565.701576753086
team_id:98767991897792379, elo:567.2447448069735
team_id:99566408561605102, elo:571.9858558140394
team_id:107565448721890834, elo:574.4423282856332
team_id:107581212180071788, elo:580.694594623397
team_id:108018637503819612, elo:583.1070952409987
team_id:102787200159169580, elo:587.6331423693944
team_id:106827815539026710, elo:591.3662325291584
team_id:107582173169864040, elo:591.6894881175521
team_id:107648168744912288, elo:591.7820495842635
team_id:105532840001188717, elo:591.8576764140703
team_id:104367072827489994, elo:593.3224110708143
team_id:99566404847770461, elo:598.8964644112375
team_id:107655539755387391, elo:600.8636653060197
team_id:102825747701670848, elo:603.235484813657
team_id:106857761435870473, elo:605.3919875178933
team_id:109696047948627764, elo:606.3146310703007
team_id:103963715924353674, elo:606.4206885614503
team_id:105520713962793016, elo:612.3594632269342
team_id:107581296208168309, elo:617.6809756851333
team_id:107423086908356081, elo:622.6253537964008
team_id:109783170393931575, elo:625.4678262469873
team_id:103877951616192529, elo:629.057967005539
team_id:108361575122450254, elo:635.7822479200466
team_id:105520822049210915, elo:639.2920840212096
team_id:99566408221114231, elo:641.5254508518145
team_id:107067065368380132, elo:645.4069346560992
team_id:107467827374313054, elo:647.4711605912534
team_id:107603566520687175, elo:650.0241270058463
team_id:106222632206917342, elo:650.8310469874478
team_id:109539873500788632, elo:651.802154544542
team_id:108203166973601408, elo:652.5515297703897
team_id:107582150625414483, elo:665.5907532994544
team_id:107603586980602718, elo:669.9930321509497
team_id:109671413728531527, elo:671.5225129650955
team_id:103535282148790975, elo:674.3821407715013
team_id:105593182576105603, elo:675.7018741705315
team_id:109631614501223948, elo:677.7709356413047
team_id:101388912911039804, elo:680.7062539644701
team_id:105709099258505657, elo:683.9641751822635
team_id:107700211633200412, elo:685.8114172059693
team_id:109692074894483834, elo:688.6687341376734
team_id:110424397251619481, elo:690.3037924992573
team_id:109749493607708438, elo:690.6553216295802
team_id:108203173414485265, elo:691.2883214672129
team_id:108203169709977541, elo:693.3049082813405
team_id:108159890692353756, elo:699.0647982458175
team_id:105537621677160078, elo:699.1978825487085
team_id:103935421249833954, elo:699.8284680202082
team_id:105520816474194464, elo:703.2871865156753
team_id:109637393694097670, elo:703.5498202249324
team_id:109698855806033734, elo:706.2482775852426
team_id:105397399468432537, elo:708.0626656011286
team_id:107574959289974368, elo:708.6806834507192
team_id:99566406332122275, elo:715.9549487629145
team_id:99566408219409348, elo:718.7394363583153
team_id:104016416551172375, elo:721.4750889230739
team_id:105520781900097659, elo:724.1432997518032
team_id:105536980594429116, elo:728.0322982593068
team_id:108448995754333242, elo:730.2092473587085
team_id:105547976546505145, elo:734.6744507781669
team_id:105521412995449549, elo:734.7766896896568
team_id:110534732558665825, elo:737.3809019729938
team_id:107598651997213225, elo:737.9071798975281
team_id:110425005562048945, elo:738.1079846859437
team_id:109783164711873455, elo:738.8799258878877
team_id:105520784254806142, elo:740.1228537338038
team_id:105548000936710641, elo:744.0281626519172
team_id:110534712174898632, elo:744.6420836333482
team_id:99124844356912967, elo:746.2101887525039
team_id:105536738266035235, elo:747.6232540371068
team_id:110733881542862348, elo:750.8318338979761
team_id:110534714934488523, elo:754.7725095046874
team_id:103461966971048042, elo:760.4204167734428
team_id:105549993449477104, elo:764.0097997202267
team_id:106827765448944398, elo:773.2099221691885
team_id:107582638341246907, elo:779.7509466791475
team_id:105521451717484016, elo:783.5152315852822
team_id:109697683685398040, elo:784.932092540698
team_id:105521402545275594, elo:790.770121946772
team_id:108121051709036068, elo:792.5516570964866
team_id:107599485973747723, elo:796.9736630325277
team_id:110534751905120040, elo:800.1820513568248
team_id:109783160511364305, elo:802.1028941371984
team_id:108361537886099513, elo:803.7819437855642
team_id:105913232697120493, elo:803.9208482655632
team_id:105913111502565010, elo:805.6872134431372
team_id:107580506699777259, elo:807.6577504169614
team_id:109981655738221109, elo:809.4572030317152
team_id:109783136441695429, elo:810.7185894122536
team_id:109698026697016325, elo:811.5418915602042
team_id:106300533256999014, elo:812.5786848116052
team_id:107582176093752697, elo:815.8563692852213
team_id:109981678167856017, elo:818.9641545431487
team_id:110534728305628996, elo:819.73814750987
team_id:105536952747658409, elo:822.0465711067126
team_id:109696115986547257, elo:824.4631736909721
team_id:106857724782292541, elo:831.408442831799
team_id:107598764318774383, elo:831.8405162604312
team_id:107597866344501908, elo:832.1834084340778
team_id:109692071893352727, elo:833.1705628130504
team_id:106334802515490809, elo:835.6186378171212
team_id:103877554248683116, elo:840.6837487156251
team_id:108203161924300737, elo:844.3988366792172
team_id:107251295460371069, elo:845.0105601620763
team_id:99566404855553726, elo:846.795168913785
team_id:104367082616536883, elo:853.5881714826534
team_id:109704625422425316, elo:858.1887574958562
team_id:110733889090164854, elo:858.4494708730082
team_id:107580455322240324, elo:859.1057840155484
team_id:107580444745581889, elo:861.0690764216316
team_id:108361570687544399, elo:866.2817204407368
team_id:107456419134134246, elo:867.0177617396714
team_id:103877908090914662, elo:869.2217072176066
team_id:104211677548295324, elo:872.7367946766266
team_id:105357804699574324, elo:873.4733940758773
team_id:108159809840323235, elo:873.4733940758773
team_id:108159999493642969, elo:873.4733940758773
team_id:108159909915499189, elo:873.4733940758773
team_id:108159885652963033, elo:873.4733940758773
team_id:108160044440853213, elo:873.4733940758773
team_id:108159827490151079, elo:873.4733940758773
team_id:108160009014193908, elo:873.4733940758773
team_id:108160048461159136, elo:873.4733940758773
team_id:108159838146173610, elo:873.4733940758773
team_id:108159964760727567, elo:873.4733940758773
team_id:107580475800733004, elo:873.4733940758773
team_id:107953988302037900, elo:874.5707047783073
team_id:98926509892121852, elo:874.963285953133
team_id:109631610813971977, elo:875.3627608090828
team_id:104710429139492585, elo:875.788901399958
team_id:109699038581250169, elo:878.6855967769114
team_id:110425157952111645, elo:880.3141701146562
team_id:107599061926073885, elo:880.7109862918688
team_id:103877879209300619, elo:880.7132757755197
team_id:104710419905376957, elo:881.5803593904164
team_id:110534724851488577, elo:882.8248843016576
team_id:110534741480867943, elo:885.389000313179
team_id:105549991104165282, elo:889.7043899538702
team_id:103535282151674574, elo:899.4944080504625
team_id:107582598621022934, elo:901.6978464852336
team_id:105537226118106446, elo:905.7574156466626
team_id:106334794714373670, elo:909.2055656501095
team_id:108566004579728490, elo:909.4524895987225
team_id:109485342651298305, elo:909.8654781360211
team_id:105957603362200620, elo:911.361412264997
team_id:105957640798249312, elo:916.2314645394152
team_id:107693836459380354, elo:921.1803581423565
team_id:109782867012820172, elo:921.6077664805546
team_id:98767991959203254, elo:921.8810372048499
team_id:107580499570181349, elo:925.2766339729296
team_id:103877774634323825, elo:926.1689824889513
team_id:105593129376630217, elo:931.5364683336844
team_id:108159926619909858, elo:934.5605320732972
team_id:108160054279576291, elo:934.5605320732972
team_id:108160427796377354, elo:934.5605320732972
team_id:99124844361058275, elo:935.2632053233734
team_id:104234144258996303, elo:935.9745543141338
team_id:105351724613755142, elo:936
team_id:105301773561628001, elo:936
team_id:99124844362174905, elo:936
team_id:105301791701328923, elo:936
team_id:105352091319919029, elo:936
team_id:108159931194715877, elo:937.4394679267028
team_id:108159921977465528, elo:937.4394679267028
team_id:108159895060191922, elo:937.4892129340736
team_id:102141671182557163, elo:937.4892129340736
team_id:109783130654973406, elo:937.6624854989605
team_id:104234362586443283, elo:938.2015174788436
team_id:109480056092207899, elo:939.4411748363643
team_id:107128093558481418, elo:939.481304383654
team_id:106250729133367861, elo:942.6842100716522
team_id:108565997404381643, elo:944.3650699898662
team_id:108439036582886702, elo:946.2531413377781
team_id:106857755268998406, elo:949.4359291447784
team_id:103877976717529187, elo:950.1377299810009
team_id:103877925817094140, elo:957.3214091110319
team_id:105521674055625312, elo:959.1727332326062
team_id:101383792559569368, elo:960.7971777265886
team_id:109981647134921596, elo:962.178536303464
team_id:107598805167594304, elo:964.3599645709922
team_id:100205576309502431, elo:967.1597189372225
team_id:99294153824386385, elo:969.4327665572258
team_id:107582169874155554, elo:976.1325659344936
team_id:110534696811298545, elo:987.9351143389401
team_id:110534749775658790, elo:992.2312884880357
team_id:107563714667537640, elo:993.6488960395283
team_id:105550042327365041, elo:994.1673170888524
team_id:109783124183318312, elo:997.6678032467901
team_id:103935567188806885, elo:998.4710834044653
team_id:107580481273119961, elo:998.9761301703263
team_id:99124844358677975, elo:999.2632053233734
team_id:99124844353216570, elo:999.2634006007493
team_id:108160450260086541, elo:999.9999999999999
team_id:108159818787172051, elo:999.9999999999999
team_id:104212455500985426, elo:1000.0002017549692
team_id:108078422885368642, elo:1000.0546792166274
team_id:104212474149188693, elo:1000.7367946766266
team_id:99124844355850858, elo:1000.7367946766266
team_id:108159906656575497, elo:1002.0613949539548
team_id:103535282140533402, elo:1004.4000460558257
team_id:108159913250086924, elo:1004.9400066464683
team_id:108159845095742125, elo:1004.9400066464683
team_id:107179740624168899, elo:1009.6946418999114
team_id:105532791598779236, elo:1012.3187147439596
team_id:108361578564310810, elo:1015.1528499085899
team_id:110492173877838150, elo:1017.0283944164088
team_id:100205576307813373, elo:1018.6650729875163
team_id:109485351596724390, elo:1026.4983077724928
team_id:98767991887166787, elo:1026.6702935288818
team_id:106250732506012141, elo:1031.7228884705855
team_id:103461966975897718, elo:1031.8822250791352
team_id:106295024192678387, elo:1034.517290881643
team_id:110418022381234710, elo:1036.2542875546399
team_id:106302119383559530, elo:1036.388185354426
team_id:107251941920386009, elo:1037.3169071119469
team_id:101388912914513220, elo:1040.4671280832529
team_id:106806773698472633, elo:1040.7327090196204
team_id:109698757443650056, elo:1041.2766444858687
team_id:110424394375218208, elo:1041.3381702101335
team_id:103877589042434434, elo:1043.5031269399947
team_id:104710373370426042, elo:1044.2537277098604
team_id:107565493716773932, elo:1045.38946453777
team_id:110733877357854829, elo:1047.5577703199192
team_id:103743162394217975, elo:1056.3083219777225
team_id:107582591908138922, elo:1058.3522962004647
team_id:105193554293818475, elo:1063.2632053233735
team_id:105193571520283762, elo:1063.2632053233735
team_id:108159857058492118, elo:1063.9660738508255
team_id:105301877841257613, elo:1064
team_id:99124844354766222, elo:1064
team_id:105301755072677196, elo:1064
team_id:105351737774956843, elo:1064
team_id:105193385417106233, elo:1064
team_id:105351835580819729, elo:1064
team_id:105301786369976273, elo:1064
team_id:102141671181705193, elo:1064.0158188581963
team_id:105193481874236222, elo:1064.7367946766265
team_id:108159940380634858, elo:1064.7816613952666
team_id:103535282143744679, elo:1067.3657629456443
team_id:108203159356403647, elo:1072.390144932866
team_id:107581755241449104, elo:1094.4314689536727
team_id:109981644490281844, elo:1104.2436834664427
team_id:107581750701049485, elo:1119.4138917505197
team_id:102141671185899507, elo:1125.0240417139667
team_id:107416342401528388, elo:1126.5073869315734
team_id:105357803054359120, elo:1126.5266059241226
team_id:110506938087991033, elo:1126.5712303869384
team_id:105550005698683818, elo:1130.2446695143042
team_id:104710343016706538, elo:1139.5780668167597
team_id:105549995617170853, elo:1139.9563505648553
team_id:107598982142057588, elo:1148.047011243556
team_id:105519562229907355, elo:1152.6286634342473
team_id:102787200145472495, elo:1155.591404925171
team_id:109782787975510889, elo:1172.4674131366764
team_id:100205573496804586, elo:1176.0491642773857
team_id:109668849651338559, elo:1179.7587731236338
team_id:106421708401759879, elo:1180.833825933341
team_id:108160026618060825, elo:1186.8584054480666
team_id:107580497041999074, elo:1186.892615425173
team_id:109480204628225868, elo:1211.6988456915274
team_id:105543843212923183, elo:1213.0188116853144
team_id:105520788833075738, elo:1213.8789660137525
team_id:107582609836036013, elo:1218.1623924932614
team_id:107598712583969458, elo:1219.9763692470995
team_id:107599112065439311, elo:1222.3172828626061
team_id:109539776003058530, elo:1223.2279282160814
team_id:103878020539746273, elo:1224.908834563724
team_id:106371141659311452, elo:1225.3864961405993
team_id:107580483738977500, elo:1226.168897167278
team_id:110733864366329081, elo:1226.6549249459692
team_id:102141671183409133, elo:1226.8897559737698
team_id:104228817622043824, elo:1252.3501370988001
team_id:109676337359108345, elo:1265.5812557136019
team_id:106302593752767294, elo:1272.9340582819545
team_id:105550001032913831, elo:1282.399283631737
team_id:110733870612047344, elo:1284.6069995891773
team_id:107251307514079872, elo:1284.9490945231319
team_id:108159958519099117, elo:1285.581335772915
team_id:107581738783262346, elo:1286.576016759159
team_id:108361545122797332, elo:1287.3495020688213
team_id:104710682193583854, elo:1288.1452932726254
team_id:109699042809864069, elo:1288.7212817639486
team_id:109631326144414089, elo:1289.067139511474
team_id:106857734387052095, elo:1289.7895578563123
team_id:105519977854458717, elo:1294.5948001061315
team_id:108159996371573462, elo:1298.4503770502095
team_id:108159968741268165, elo:1299.456771130321
team_id:105554088239949229, elo:1304.04373565039
team_id:98767991860392497, elo:1304.6742092371926
team_id:107582641798795198, elo:1307.1180308478195
team_id:107450819235010833, elo:1307.6606952116188
team_id:106269818143576465, elo:1310.697649347126
team_id:105521408363571548, elo:1311.2468131889755
team_id:107603544245460197, elo:1312.798174944397
team_id:109523293035238887, elo:1313.3878025499387
team_id:107599040773840060, elo:1315.6067016534746
team_id:98767991940181526, elo:1318.0521887881098
team_id:107598785733448849, elo:1319.5323049785743
team_id:109642690191894407, elo:1320.5579231314023
team_id:105521637552587612, elo:1320.6211382838612
team_id:99566406065437842, elo:1324.867128697708
team_id:109696073114910519, elo:1326.1965718297997
team_id:101428372600307248, elo:1326.4947880821524
team_id:109783149221216052, elo:1327.9911307653726
team_id:99566405123587075, elo:1328.2378776192782
team_id:103935642731826448, elo:1329.4073616937678
team_id:105594116005157262, elo:1330.7384456359337
team_id:106827839261303409, elo:1331.6855633770226
team_id:105913238372341488, elo:1333.1783485386513
team_id:105550047979361273, elo:1333.2677945240025
team_id:102787200124959636, elo:1333.7879803172625
team_id:104710678170825211, elo:1333.9959404895762
team_id:98767991921462763, elo:1337.2007208888876
team_id:107251245690956393, elo:1338.6800850536147
team_id:103877756742242918, elo:1339.012468278683
team_id:104251016988118464, elo:1339.4016308150908
team_id:106301891501674861, elo:1341.65973701954
team_id:105550059790656435, elo:1341.9091956565162
team_id:107564167676290839, elo:1342.20555747954
team_id:105537947396116202, elo:1345.4826764683087
team_id:107603554304287575, elo:1345.895935219323
team_id:98767991871709842, elo:1349.6086343616093
team_id:107597870621708485, elo:1350.09635529808
team_id:107422385694193066, elo:1350.1934432114665
team_id:99322214689444546, elo:1351.009172581915
team_id:99566405129589291, elo:1353.6468879974648
team_id:107467834753797729, elo:1355.2182732242638
team_id:98767991846127102, elo:1356.6890833937327
team_id:107565477822627354, elo:1357.1776217269348
team_id:99294153828264740, elo:1357.483682132277
team_id:109695910533747910, elo:1359.9207582151453
team_id:109696092218588987, elo:1360.4212819554114
team_id:105520796734358045, elo:1362.788340276514
team_id:107582184905264520, elo:1363.7232425901514
team_id:106972778172351142, elo:1369.328388354459
team_id:98767991882270868, elo:1369.437229956385
team_id:107581689894520368, elo:1372.0602129411911
team_id:105549997263803379, elo:1372.2069918910238
team_id:107467794614674479, elo:1374.310867970203
team_id:103535282138043022, elo:1376.2188296238792
team_id:105515345386578249, elo:1376.385212280362
team_id:105913221137618666, elo:1377.138907671822
team_id:98767991949608898, elo:1380.9112416855999
team_id:99566404845279652, elo:1383.5446059789792
team_id:104710369093939895, elo:1387.5443258870457
team_id:103935523328473675, elo:1387.5608537163753
team_id:105520819263036609, elo:1387.668397774883
team_id:105537444152141556, elo:1393.1731250348598
team_id:109675484017801229, elo:1393.9267907628175
team_id:105520077508552574, elo:1402.7797938280005
team_id:109642680932009857, elo:1402.9723315577808
team_id:105520824521753126, elo:1408.868014003592
team_id:109783023470714128, elo:1409.6976086819025
team_id:105537149834356301, elo:1410.4171808236674
team_id:108203164850614211, elo:1410.8535662312795
team_id:108121047955658273, elo:1414.5148799452998
team_id:107582178455767077, elo:1415.284262907
team_id:106827844148688268, elo:1415.9184020292948
team_id:107456994699991548, elo:1417.0069502363167
team_id:104710316579222193, elo:1417.785120095799
team_id:107603548241713732, elo:1424.027841187637
team_id:98767991866488695, elo:1424.1837087869496
team_id:103535282135552642, elo:1426.7127630702767
team_id:106857739520697600, elo:1429.1777897463332
team_id:103963753080578719, elo:1432.3094842393705
team_id:107251374793416561, elo:1438.9586988050864
team_id:108159917648031455, elo:1442.5454042203685
team_id:99566408358330419, elo:1443.915353017111
team_id:99322214684939974, elo:1444.3187470665728
team_id:107598699275015260, elo:1448.7854978060611
team_id:105514967858969605, elo:1449.4888081030028
team_id:107423109717243380, elo:1449.562493497263
team_id:99566404854685458, elo:1451.10888665993
team_id:107581206998502078, elo:1452.6779386533094
team_id:109485335453835911, elo:1454.3752236384641
team_id:108203154514683518, elo:1455.5572801528026
team_id:99566406338282437, elo:1457.6629546141314
team_id:99566406064558732, elo:1458.318123458195
team_id:102787200126663579, elo:1460.8044186218312
team_id:108352305932141947, elo:1463.2667967255782
team_id:105519746234964687, elo:1467.4171090994628
team_id:108573042084687884, elo:1469.6376834490388
team_id:107700204561086446, elo:1471.125363736287
team_id:106827827857159558, elo:1473.2491656216093
team_id:109669678317817381, elo:1473.4185099623949
team_id:105520786527322647, elo:1484.7717359189528
team_id:107597875833524424, elo:1487.3981876546209
team_id:107581300297680248, elo:1492.1600964079587
team_id:107581284487120142, elo:1496.3855887664668
team_id:109981650516317055, elo:1496.6461061744458
team_id:106827832203113865, elo:1498.127844392185
team_id:99566408562477641, elo:1499.7142253089849
team_id:104270958001747936, elo:1501.4029498122861
team_id:107416483509696259, elo:1502.454425600227
team_id:101383793574360315, elo:1507.5263200930026
team_id:103535282124208038, elo:1508.6262966355757
team_id:107760667929003738, elo:1513.1143430099355
team_id:99566404850008779, elo:1516.7316737904791
team_id:103461966965149786, elo:1517.101827950796
team_id:105549988405523871, elo:1522.1771202316197
team_id:99566406493155041, elo:1527.0096518221394
team_id:102787200155434012, elo:1529.1572980064393
team_id:108361552741927561, elo:1537.4310684171892
team_id:102787200120306562, elo:1537.9636012865726
team_id:107599156601411192, elo:1539.0224469600519
team_id:103535282119620510, elo:1540.4842779653504
team_id:101422616509070746, elo:1541.507414757966
team_id:99566404853058754, elo:1542.2721096568775
team_id:110428362822825796, elo:1550.4113477009676
team_id:109674814051390025, elo:1554.287207906238
team_id:105550049871017396, elo:1561.208185043224
team_id:107598683861013570, elo:1571.1201217152266
team_id:109800832177252614, elo:1578.167865629434
team_id:104710354840711661, elo:1578.5311648244285
team_id:103935446548920777, elo:1582.9307098518682
team_id:105550054006182911, elo:1589.7704422347867
team_id:105514907449611976, elo:1593.2436782888117
team_id:99566406334639907, elo:1593.5718538716362
team_id:107581765633427097, elo:1594.4891511193382
team_id:102787200129022886, elo:1599.1469393513025
team_id:109696126554266494, elo:1600.8420776770881
team_id:102787200132955066, elo:1600.8578110155147
team_id:105594135137147298, elo:1601.0003315651802
team_id:107423075317119707, elo:1603.8470507579186
team_id:108404211655217274, elo:1603.9643026064173
team_id:99566406490127625, elo:1604.3004309658636
team_id:105536643047197642, elo:1605.4934956979496
team_id:105549998884468136, elo:1605.9474318232976
team_id:106382545123328648, elo:1606.4805006120105
team_id:99566404853854212, elo:1610.1687353990717
team_id:102787200134790084, elo:1611.9574354371903
team_id:107581287168722290, elo:1619.2864730152503
team_id:107467803833323099, elo:1634.629987403169
team_id:105593951536470384, elo:1640.1729410045357
team_id:103935468920814040, elo:1642.401221349406
team_id:103461966951059521, elo:1648.4812050666135
team_id:103877625775457850, elo:1652.5077081883655
team_id:103461966981927044, elo:1652.897026915785
team_id:99566405126602853, elo:1653.5211398352108
team_id:99566408221961358, elo:1654.542843064505
team_id:99566408356697119, elo:1659.6400551150862
team_id:107582618156093368, elo:1664.7683469755314
team_id:99566405128626825, elo:1677.2079428467152
team_id:106269804045322803, elo:1677.6781286969658
team_id:101428372605353526, elo:1679.0415645936782
team_id:105550033967461806, elo:1679.4579378339515
team_id:98926509885559666, elo:1682.2930638866778
team_id:99566404852189289, elo:1687.9468886513555
team_id:107582157086477662, elo:1690.6945849423598
team_id:98767991892579754, elo:1699.3820671370324
team_id:98767991935149427, elo:1702.6997671802274
team_id:104841890701948065, elo:1706.0788751474622
team_id:105559480124455983, elo:1706.7306562573362
team_id:105550026570060790, elo:1710.074719960644
team_id:99566408217955692, elo:1710.7200197057327
team_id:107700199633958891, elo:1716.8103921177885
team_id:99566404579461230, elo:1717.4686275293175
team_id:107598788926820994, elo:1718.0912367509698
team_id:102787200136756173, elo:1721.1164175534523
team_id:102787200151698443, elo:1728.6050345538022
team_id:107603600826620492, elo:1729.2214896216979
team_id:105397404796640412, elo:1730.0631675026875
team_id:105553606349477427, elo:1736.7384218707773
team_id:98767991954244555, elo:1742.9267619886173
team_id:107575082591536093, elo:1754.211886171647
team_id:102787200149928963, elo:1757.8677098578883
team_id:105521706535388095, elo:1799.1255391962613
team_id:103935530333072898, elo:1799.720522400646
team_id:103535282158162659, elo:1804.6135956854118
team_id:103877675241047720, elo:1807.4202520217577
team_id:99566406332987990, elo:1813.3561865425868
team_id:107581759470356115, elo:1819.7588762165906
team_id:105504044166670507, elo:1819.7833130693843
team_id:98767991877340524, elo:1820.568625009705
team_id:99566405130451785, elo:1825.4334246980236
team_id:99566405124618295, elo:1826.4849396174288
team_id:105515219038427019, elo:1828.261003026117
team_id:105536918475957734, elo:1830.4186070167705
team_id:98767991926151025, elo:1855.239098864322
team_id:102235771678061291, elo:1867.2931748674641
team_id:104367068120825486, elo:1873.5047900321406
team_id:100285330168091787, elo:1876.64196874418
team_id:98767991853197861, elo:1908.108420261582
team_id:100725845018863243, elo:1910.703024384833
team_id:100205573495116443, elo:1949.2010869691735
